"Vehicle","Country","Year","Stage","ktons"
"Light Duty Vehicles","Mexico",2040,"Pre-processing (ktons of battery)",48.3035906430261
"Light Duty Vehicles","Mexico",2040,"Refining (ktons of black mass)",13.6691005541026
"Light Duty Vehicles","Mexico",2041,"Pre-processing (ktons of battery)",66.5452386170999
"Light Duty Vehicles","Mexico",2041,"Refining (ktons of black mass)",18.8311789236566
"Light Duty Vehicles","Mexico",2042,"Pre-processing (ktons of battery)",89.9518783013256
"Light Duty Vehicles","Mexico",2042,"Refining (ktons of black mass)",25.4548627371812
"Light Duty Vehicles","Mexico",2043,"Pre-processing (ktons of battery)",118.307935389739
"Light Duty Vehicles","Mexico",2043,"Refining (ktons of black mass)",33.4791481060238
"Light Duty Vehicles","Mexico",2044,"Pre-processing (ktons of battery)",151.238324517022
"Light Duty Vehicles","Mexico",2044,"Refining (ktons of black mass)",42.7978922050517
"Light Duty Vehicles","Mexico",2045,"Pre-processing (ktons of battery)",188.070578148019
"Light Duty Vehicles","Mexico",2045,"Refining (ktons of black mass)",53.2207980763153
"Light Duty Vehicles","Mexico",2046,"Pre-processing (ktons of battery)",228.101700230472
"Light Duty Vehicles","Mexico",2046,"Refining (ktons of black mass)",64.5489297069937
"Light Duty Vehicles","Mexico",2047,"Pre-processing (ktons of battery)",270.742114902148
"Light Duty Vehicles","Mexico",2047,"Refining (ktons of black mass)",76.6154470829628
"Light Duty Vehicles","Mexico",2048,"Pre-processing (ktons of battery)",315.538725574418
"Light Duty Vehicles","Mexico",2048,"Refining (ktons of black mass)",89.2921315200989
"Light Duty Vehicles","Mexico",2049,"Pre-processing (ktons of battery)",362.042151409586
"Light Duty Vehicles","Mexico",2049,"Refining (ktons of black mass)",102.451815829053
"Light Duty Vehicles","Mexico",2050,"Pre-processing (ktons of battery)",409.677884421646
"Light Duty Vehicles","Mexico",2050,"Refining (ktons of black mass)",115.931923950254
"Light Duty Vehicles","United States",2025,"Pre-processing (ktons of battery)",10.1949386284792
"Light Duty Vehicles","United States",2025,"Refining (ktons of black mass)",2.80036954543289
"Light Duty Vehicles","United States",2026,"Pre-processing (ktons of battery)",16.4732663754767
"Light Duty Vehicles","United States",2026,"Refining (ktons of black mass)",4.52491526950663
"Light Duty Vehicles","United States",2027,"Pre-processing (ktons of battery)",26.2811095208293
"Light Duty Vehicles","United States",2027,"Refining (ktons of black mass)",7.21895652385063
"Light Duty Vehicles","United States",2028,"Pre-processing (ktons of battery)",40.594508304314
"Light Duty Vehicles","United States",2028,"Refining (ktons of black mass)",11.1505943203683
"Light Duty Vehicles","United States",2029,"Pre-processing (ktons of battery)",61.051678436213
"Light Duty Vehicles","United States",2029,"Refining (ktons of black mass)",16.7698175752369
"Light Duty Vehicles","United States",2030,"Pre-processing (ktons of battery)",89.9851668987784
"Light Duty Vehicles","United States",2030,"Refining (ktons of black mass)",24.717335739531
"Light Duty Vehicles","United States",2031,"Pre-processing (ktons of battery)",129.078408846327
"Light Duty Vehicles","United States",2031,"Refining (ktons of black mass)",35.4555587118928
"Light Duty Vehicles","United States",2032,"Pre-processing (ktons of battery)",181.375207817666
"Light Duty Vehicles","United States",2032,"Refining (ktons of black mass)",49.8205655549806
"Light Duty Vehicles","United States",2033,"Pre-processing (ktons of battery)",252.008241747602
"Light Duty Vehicles","United States",2033,"Refining (ktons of black mass)",69.2222122276126
"Light Duty Vehicles","United States",2034,"Pre-processing (ktons of battery)",346.320078032795
"Light Duty Vehicles","United States",2034,"Refining (ktons of black mass)",95.1280076160349
"Light Duty Vehicles","United States",2035,"Pre-processing (ktons of battery)",470.121560641352
"Light Duty Vehicles","United States",2035,"Refining (ktons of black mass)",129.134087908463
"Light Duty Vehicles","United States",2036,"Pre-processing (ktons of battery)",626.757327924848
"Light Duty Vehicles","United States",2036,"Refining (ktons of black mass)",172.15916617631
"Light Duty Vehicles","United States",2037,"Pre-processing (ktons of battery)",827.287512407728
"Light Duty Vehicles","United States",2037,"Refining (ktons of black mass)",227.241265444392
"Light Duty Vehicles","United States",2038,"Pre-processing (ktons of battery)",1072.45582245482
"Light Duty Vehicles","United States",2038,"Refining (ktons of black mass)",294.584669262757
"Light Duty Vehicles","United States",2039,"Pre-processing (ktons of battery)",1362.95721427
"Light Duty Vehicles","United States",2039,"Refining (ktons of black mass)",374.380269824057
"Light Duty Vehicles","United States",2040,"Pre-processing (ktons of battery)",1690.15200152551
"Light Duty Vehicles","United States",2040,"Refining (ktons of black mass)",464.254897915999
"Light Duty Vehicles","United States",2041,"Pre-processing (ktons of battery)",2049.36807445063
"Light Duty Vehicles","United States",2041,"Refining (ktons of black mass)",562.925207518397
"Light Duty Vehicles","United States",2042,"Pre-processing (ktons of battery)",2425.58751765308
"Light Duty Vehicles","United States",2042,"Refining (ktons of black mass)",666.266042567741
"Light Duty Vehicles","United States",2043,"Pre-processing (ktons of battery)",2810.56336445553
"Light Duty Vehicles","United States",2043,"Refining (ktons of black mass)",772.012107002231
"Light Duty Vehicles","United States",2044,"Pre-processing (ktons of battery)",3191.80284669758
"Light Duty Vehicles","United States",2044,"Refining (ktons of black mass)",876.731858095671
"Light Duty Vehicles","United States",2045,"Pre-processing (ktons of battery)",3558.11410459003
"Light Duty Vehicles","United States",2045,"Refining (ktons of black mass)",977.351089670609
"Light Duty Vehicles","United States",2046,"Pre-processing (ktons of battery)",3895.42111325545
"Light Duty Vehicles","United States",2046,"Refining (ktons of black mass)",1070.00336634926
"Light Duty Vehicles","United States",2047,"Pre-processing (ktons of battery)",4195.3811038847
"Light Duty Vehicles","United States",2047,"Refining (ktons of black mass)",1152.39707691657
"Light Duty Vehicles","United States",2048,"Pre-processing (ktons of battery)",4451.61484652209
"Light Duty Vehicles","United States",2048,"Refining (ktons of black mass)",1222.77995959422
"Light Duty Vehicles","United States",2049,"Pre-processing (ktons of battery)",4664.23254697768
"Light Duty Vehicles","United States",2049,"Refining (ktons of black mass)",1281.1822859714
"Light Duty Vehicles","United States",2050,"Pre-processing (ktons of battery)",4838.40684102788
"Light Duty Vehicles","United States",2050,"Refining (ktons of black mass)",1329.02488772017
"Medium trucks","Canada",2025,"Pre-processing (ktons of battery)",0.0725815926694664
"Medium trucks","Canada",2025,"Refining (ktons of black mass)",0.0217744778008399
"Medium trucks","Canada",2026,"Pre-processing (ktons of battery)",0.190746617984315
"Medium trucks","Canada",2026,"Refining (ktons of black mass)",0.0572239853952946
"Medium trucks","Canada",2027,"Pre-processing (ktons of battery)",0.409679311186527
"Medium trucks","Canada",2027,"Refining (ktons of black mass)",0.122903793355958
"Medium trucks","Canada",2028,"Pre-processing (ktons of battery)",0.790845895752747
"Medium trucks","Canada",2028,"Refining (ktons of black mass)",0.237253768725824
"Medium trucks","Canada",2029,"Pre-processing (ktons of battery)",1.4483839687537
"Medium trucks","Canada",2029,"Refining (ktons of black mass)",0.43451519062611
"Medium trucks","Canada",2030,"Pre-processing (ktons of battery)",2.53085284459296
"Medium trucks","Canada",2030,"Refining (ktons of black mass)",0.759255853377888
"Medium trucks","Canada",2031,"Pre-processing (ktons of battery)",4.10732354019377
"Medium trucks","Canada",2031,"Refining (ktons of black mass)",1.23219706205813
"Medium trucks","Canada",2032,"Pre-processing (ktons of battery)",6.30085054654412
"Medium trucks","Canada",2032,"Refining (ktons of black mass)",1.89025516396324
"Medium trucks","Canada",2033,"Pre-processing (ktons of battery)",9.22020396313301
"Medium trucks","Canada",2033,"Refining (ktons of black mass)",2.7660611889399
"Medium trucks","Canada",2034,"Pre-processing (ktons of battery)",12.9555591610477
"Medium trucks","Canada",2034,"Refining (ktons of black mass)",3.88666774831431
"Medium trucks","Canada",2035,"Pre-processing (ktons of battery)",17.5709390063476
"Medium trucks","Canada",2035,"Refining (ktons of black mass)",5.27128170190428
"Medium trucks","Canada",2036,"Pre-processing (ktons of battery)",23.0742816648362
"Medium trucks","Canada",2036,"Refining (ktons of black mass)",6.92228449945085
"Medium trucks","Canada",2037,"Pre-processing (ktons of battery)",29.4262610877023
"Medium trucks","Canada",2037,"Refining (ktons of black mass)",8.8278783263107
"Medium trucks","Canada",2038,"Pre-processing (ktons of battery)",36.5425837091957
"Medium trucks","Canada",2038,"Refining (ktons of black mass)",10.9627751127587
"Medium trucks","Canada",2039,"Pre-processing (ktons of battery)",44.3608606189557
"Medium trucks","Canada",2039,"Refining (ktons of black mass)",13.3082581856867
"Medium trucks","Canada",2040,"Pre-processing (ktons of battery)",52.7987688026259
"Medium trucks","Canada",2040,"Refining (ktons of black mass)",15.8396306407878
"Medium trucks","Canada",2041,"Pre-processing (ktons of battery)",61.7237882858769
"Medium trucks","Canada",2041,"Refining (ktons of black mass)",18.5171364857631
"Medium trucks","Canada",2042,"Pre-processing (ktons of battery)",71.0138400620537
"Medium trucks","Canada",2042,"Refining (ktons of black mass)",21.3041520186161
"Medium trucks","Canada",2043,"Pre-processing (ktons of battery)",80.5291757945906
"Medium trucks","Canada",2043,"Refining (ktons of black mass)",24.1587527383772
"Medium trucks","Canada",2044,"Pre-processing (ktons of battery)",90.0914958816625
"Medium trucks","Canada",2044,"Refining (ktons of black mass)",27.0274487644987
"Medium trucks","Canada",2045,"Pre-processing (ktons of battery)",99.4811384264262
"Medium trucks","Canada",2045,"Refining (ktons of black mass)",29.8443415279279
"Medium trucks","Canada",2046,"Pre-processing (ktons of battery)",108.463984807566
"Medium trucks","Canada",2046,"Refining (ktons of black mass)",32.5391954422699
"Medium trucks","Canada",2047,"Pre-processing (ktons of battery)",116.821979430959
"Medium trucks","Canada",2047,"Refining (ktons of black mass)",35.0465938292878
"Medium trucks","Canada",2048,"Pre-processing (ktons of battery)",124.421799170915
"Medium trucks","Canada",2048,"Refining (ktons of black mass)",37.3265397512746
"Medium trucks","Canada",2049,"Pre-processing (ktons of battery)",131.204010826827
"Medium trucks","Canada",2049,"Refining (ktons of black mass)",39.361203248048
"Medium trucks","Canada",2050,"Pre-processing (ktons of battery)",137.187890031323
"Medium trucks","Canada",2050,"Refining (ktons of black mass)",41.1563670093968
"Medium trucks","Mexico",2025,"Pre-processing (ktons of battery)",0.01459539
"Medium trucks","Mexico",2025,"Refining (ktons of black mass)",0.004378617
"Medium trucks","Mexico",2026,"Pre-processing (ktons of battery)",0.03405591
"Medium trucks","Mexico",2026,"Refining (ktons of black mass)",0.010216773
"Medium trucks","Mexico",2027,"Pre-processing (ktons of battery)",0.0697335300000001
"Medium trucks","Mexico",2027,"Refining (ktons of black mass)",0.020920059
"Medium trucks","Mexico",2028,"Pre-processing (ktons of battery)",0.12162825
"Medium trucks","Mexico",2028,"Refining (ktons of black mass)",0.036488475
"Medium trucks","Mexico",2029,"Pre-processing (ktons of battery)",0.20433546
"Medium trucks","Mexico",2029,"Refining (ktons of black mass)",0.0613006380000001
"Medium trucks","Mexico",2030,"Pre-processing (ktons of battery)",0.31623345
"Medium trucks","Mexico",2030,"Refining (ktons of black mass)",0.0948700350000001
"Medium trucks","Mexico",2031,"Pre-processing (ktons of battery)",0.472728465
"Medium trucks","Mexico",2031,"Refining (ktons of black mass)",0.1418185395
"Medium trucks","Mexico",2032,"Pre-processing (ktons of battery)",0.685172475000001
"Medium trucks","Mexico",2032,"Refining (ktons of black mass)",0.2055517425
"Medium trucks","Mexico",2033,"Pre-processing (ktons of battery)",0.964917450000001
"Medium trucks","Mexico",2033,"Refining (ktons of black mass)",0.289475235
"Medium trucks","Mexico",2034,"Pre-processing (ktons of battery)",1.30385484
"Medium trucks","Mexico",2034,"Refining (ktons of black mass)",0.391156452
"Medium trucks","Mexico",2035,"Pre-processing (ktons of battery)",1.747392525
"Medium trucks","Mexico",2035,"Refining (ktons of black mass)",0.5242177575
"Medium trucks","Mexico",2036,"Pre-processing (ktons of battery)",2.305260765
"Medium trucks","Mexico",2036,"Refining (ktons of black mass)",0.691578229500001
"Medium trucks","Mexico",2037,"Pre-processing (ktons of battery)",3.01800231
"Medium trucks","Mexico",2037,"Refining (ktons of black mass)",0.905400693000001
"Medium trucks","Mexico",2038,"Pre-processing (ktons of battery)",3.91480794
"Medium trucks","Mexico",2038,"Refining (ktons of black mass)",1.174442382
"Medium trucks","Mexico",2039,"Pre-processing (ktons of battery)",5.013516465
"Medium trucks","Mexico",2039,"Refining (ktons of black mass)",1.5040549395
"Medium trucks","Mexico",2040,"Pre-processing (ktons of battery)",6.36440089500001
"Medium trucks","Mexico",2040,"Refining (ktons of black mass)",1.9093202685
"Medium trucks","Mexico",2041,"Pre-processing (ktons of battery)",7.94394643500001
"Medium trucks","Mexico",2041,"Refining (ktons of black mass)",2.3831839305
"Medium trucks","Mexico",2042,"Pre-processing (ktons of battery)",9.83729286000001
"Medium trucks","Mexico",2042,"Refining (ktons of black mass)",2.951187858
"Medium trucks","Mexico",2043,"Pre-processing (ktons of battery)",12.006329985
"Medium trucks","Mexico",2043,"Refining (ktons of black mass)",3.6018989955
"Medium trucks","Mexico",2044,"Pre-processing (ktons of battery)",14.48835714
"Medium trucks","Mexico",2044,"Refining (ktons of black mass)",4.346507142
"Medium trucks","Mexico",2045,"Pre-processing (ktons of battery)",17.306078265
"Medium trucks","Mexico",2045,"Refining (ktons of black mass)",5.1918234795
"Medium trucks","Mexico",2046,"Pre-processing (ktons of battery)",20.489494995
"Medium trucks","Mexico",2046,"Refining (ktons of black mass)",6.14684849850001
"Medium trucks","Mexico",2047,"Pre-processing (ktons of battery)",23.98995603
"Medium trucks","Mexico",2047,"Refining (ktons of black mass)",7.19698680900001
"Medium trucks","Mexico",2048,"Pre-processing (ktons of battery)",27.895844565
"Medium trucks","Mexico",2048,"Refining (ktons of black mass)",8.36875336950001
"Medium trucks","Mexico",2049,"Pre-processing (ktons of battery)",32.162563575
"Medium trucks","Mexico",2049,"Refining (ktons of black mass)",9.64876907250001
"Medium trucks","Mexico",2050,"Pre-processing (ktons of battery)",36.875252835
"Medium trucks","Mexico",2050,"Refining (ktons of black mass)",11.0625758505
"Medium trucks","United States",2025,"Pre-processing (ktons of battery)",2.27996779838333
"Medium trucks","United States",2025,"Refining (ktons of black mass)",0.683990339514999
"Medium trucks","United States",2026,"Pre-processing (ktons of battery)",5.85293296690204
"Medium trucks","United States",2026,"Refining (ktons of black mass)",1.75587989007061
"Medium trucks","United States",2027,"Pre-processing (ktons of battery)",11.6999916977859
"Medium trucks","United States",2027,"Refining (ktons of black mass)",3.50999750933578
"Medium trucks","United States",2028,"Pre-processing (ktons of battery)",20.9378680556014
"Medium trucks","United States",2028,"Refining (ktons of black mass)",6.28136041668041
"Medium trucks","United States",2029,"Pre-processing (ktons of battery)",34.5617100211936
"Medium trucks","United States",2029,"Refining (ktons of black mass)",10.3685130063581
"Medium trucks","United States",2030,"Pre-processing (ktons of battery)",53.8193106934269
"Medium trucks","United States",2030,"Refining (ktons of black mass)",16.1457932080281
"Medium trucks","United States",2031,"Pre-processing (ktons of battery)",79.7264648736403
"Medium trucks","United States",2031,"Refining (ktons of black mass)",23.9179394620921
"Medium trucks","United States",2032,"Pre-processing (ktons of battery)",112.345337092063
"Medium trucks","United States",2032,"Refining (ktons of black mass)",33.7036011276189
"Medium trucks","United States",2033,"Pre-processing (ktons of battery)",151.665390962734
"Medium trucks","United States",2033,"Refining (ktons of black mass)",45.4996172888202
"Medium trucks","United States",2034,"Pre-processing (ktons of battery)",197.314022520071
"Medium trucks","United States",2034,"Refining (ktons of black mass)",59.1942067560213
"Medium trucks","United States",2035,"Pre-processing (ktons of battery)",249.319462013556
"Medium trucks","United States",2035,"Refining (ktons of black mass)",74.7958386040668
"Medium trucks","United States",2036,"Pre-processing (ktons of battery)",307.725066625488
"Medium trucks","United States",2036,"Refining (ktons of black mass)",92.3175199876464
"Medium trucks","United States",2037,"Pre-processing (ktons of battery)",372.450042639474
"Medium trucks","United States",2037,"Refining (ktons of black mass)",111.735012791842
"Medium trucks","United States",2038,"Pre-processing (ktons of battery)",443.488882300493
"Medium trucks","United States",2038,"Refining (ktons of black mass)",133.046664690148
"Medium trucks","United States",2039,"Pre-processing (ktons of battery)",520.297892204859
"Medium trucks","United States",2039,"Refining (ktons of black mass)",156.089367661458
"Medium trucks","United States",2040,"Pre-processing (ktons of battery)",601.661828019284
"Medium trucks","United States",2040,"Refining (ktons of black mass)",180.498548405785
"Medium trucks","United States",2041,"Pre-processing (ktons of battery)",685.518384133788
"Medium trucks","United States",2041,"Refining (ktons of black mass)",205.655515240136
"Medium trucks","United States",2042,"Pre-processing (ktons of battery)",769.990852084883
"Medium trucks","United States",2042,"Refining (ktons of black mass)",230.997255625465
"Medium trucks","United States",2043,"Pre-processing (ktons of battery)",853.518709136337
"Medium trucks","United States",2043,"Refining (ktons of black mass)",256.055612740901
"Medium trucks","United States",2044,"Pre-processing (ktons of battery)",935.036076773012
"Medium trucks","United States",2044,"Refining (ktons of black mass)",280.510823031903
"Medium trucks","United States",2045,"Pre-processing (ktons of battery)",1013.66855166213
"Medium trucks","United States",2045,"Refining (ktons of black mass)",304.100565498639
"Medium trucks","United States",2046,"Pre-processing (ktons of battery)",1088.54970860352
"Medium trucks","United States",2046,"Refining (ktons of black mass)",326.564912581055
"Medium trucks","United States",2047,"Pre-processing (ktons of battery)",1158.73174544449
"Medium trucks","United States",2047,"Refining (ktons of black mass)",347.619523633346
"Medium trucks","United States",2048,"Pre-processing (ktons of battery)",1223.42110392926
"Medium trucks","United States",2048,"Refining (ktons of black mass)",367.026331178779
"Medium trucks","United States",2049,"Pre-processing (ktons of battery)",1282.05240039437
"Medium trucks","United States",2049,"Refining (ktons of black mass)",384.615720118312
"Medium trucks","United States",2050,"Pre-processing (ktons of battery)",1334.49160221217
"Medium trucks","United States",2050,"Refining (ktons of black mass)",400.347480663651
"Production Scrap","Canada",2025,"Pre-processing (ktons of battery)",0.236842093143119
"Production Scrap","Canada",2025,"Refining (ktons of black mass)",0.067573136672825
"Production Scrap","Canada",2026,"Pre-processing (ktons of battery)",3.86999496972933
"Production Scrap","Canada",2026,"Refining (ktons of black mass)",1.10064596333341
"Production Scrap","Canada",2027,"Pre-processing (ktons of battery)",11.5845000338308
"Production Scrap","Canada",2027,"Refining (ktons of black mass)",3.28702546337166
"Production Scrap","Canada",2028,"Pre-processing (ktons of battery)",13.0286962597178
"Production Scrap","Canada",2028,"Refining (ktons of black mass)",3.67613168914754
"Production Scrap","Canada",2029,"Pre-processing (ktons of battery)",17.5230927903922
"Production Scrap","Canada",2029,"Refining (ktons of black mass)",4.93007306201093
"Production Scrap","Canada",2030,"Pre-processing (ktons of battery)",20.4768537056458
"Production Scrap","Canada",2030,"Refining (ktons of black mass)",5.74962534840795
"Production Scrap","Canada",2031,"Pre-processing (ktons of battery)",24.3290970823285
"Production Scrap","Canada",2031,"Refining (ktons of black mass)",6.82443614261228
"Production Scrap","Canada",2032,"Pre-processing (ktons of battery)",25.7815629622397
"Production Scrap","Canada",2032,"Refining (ktons of black mass)",7.22969565735487
"Production Scrap","Canada",2033,"Pre-processing (ktons of battery)",25.7150355677927
"Production Scrap","Canada",2033,"Refining (ktons of black mass)",7.2057695778481
"Production Scrap","Canada",2034,"Pre-processing (ktons of battery)",25.7167378592328
"Production Scrap","Canada",2034,"Refining (ktons of black mass)",7.2102356933504
"Production Scrap","Canada",2035,"Pre-processing (ktons of battery)",25.7133695115524
"Production Scrap","Canada",2035,"Refining (ktons of black mass)",7.21278568393845
"Production Scrap","Canada",2036,"Pre-processing (ktons of battery)",25.7719761308087
"Production Scrap","Canada",2036,"Refining (ktons of black mass)",7.24210304044641
"Production Scrap","Canada",2037,"Pre-processing (ktons of battery)",25.809137775734
"Production Scrap","Canada",2037,"Refining (ktons of black mass)",7.26308056031792
"Production Scrap","Canada",2038,"Pre-processing (ktons of battery)",25.8433210668989
"Production Scrap","Canada",2038,"Refining (ktons of black mass)",7.28253952213883
"Production Scrap","Canada",2039,"Pre-processing (ktons of battery)",25.8923417232635
"Production Scrap","Canada",2039,"Refining (ktons of black mass)",7.30741384366166
"Production Scrap","Canada",2040,"Pre-processing (ktons of battery)",25.9400299711048
"Production Scrap","Canada",2040,"Refining (ktons of black mass)",7.33133882055444
"Production Scrap","Canada",2041,"Pre-processing (ktons of battery)",25.9473363098907
"Production Scrap","Canada",2041,"Refining (ktons of black mass)",7.33611904608779
"Production Scrap","Canada",2042,"Pre-processing (ktons of battery)",25.9585836123806
"Production Scrap","Canada",2042,"Refining (ktons of black mass)",7.34251601364084
"Production Scrap","Canada",2043,"Pre-processing (ktons of battery)",25.9764331245225
"Production Scrap","Canada",2043,"Refining (ktons of black mass)",7.35170315296522
"Production Scrap","Canada",2044,"Pre-processing (ktons of battery)",25.9979556666783
"Production Scrap","Canada",2044,"Refining (ktons of black mass)",7.3623383821274
"Production Scrap","Canada",2045,"Pre-processing (ktons of battery)",26.0198308129891
"Production Scrap","Canada",2045,"Refining (ktons of black mass)",7.37286697921953
"Production Scrap","Canada",2046,"Pre-processing (ktons of battery)",26.0469730573642
"Production Scrap","Canada",2046,"Refining (ktons of black mass)",7.38548708801882
"Production Scrap","Canada",2047,"Pre-processing (ktons of battery)",26.0750713035964
"Production Scrap","Canada",2047,"Refining (ktons of black mass)",7.39810904269566
"Production Scrap","Canada",2048,"Pre-processing (ktons of battery)",26.1027970273656
"Production Scrap","Canada",2048,"Refining (ktons of black mass)",7.41019323031893
"Production Scrap","Canada",2049,"Pre-processing (ktons of battery)",26.1311907117608
"Production Scrap","Canada",2049,"Refining (ktons of black mass)",7.42223287960035
"Production Scrap","Canada",2050,"Pre-processing (ktons of battery)",26.1584887584735
"Production Scrap","Canada",2050,"Refining (ktons of black mass)",7.43349060446105
"Production Scrap","Mexico",2025,"Pre-processing (ktons of battery)",0
"Production Scrap","Mexico",2025,"Refining (ktons of black mass)",0
"Production Scrap","Mexico",2026,"Pre-processing (ktons of battery)",5.38926734092809
"Production Scrap","Mexico",2026,"Refining (ktons of black mass)",1.60671666698547
"Production Scrap","Mexico",2027,"Pre-processing (ktons of battery)",5.11471243946097
"Production Scrap","Mexico",2027,"Refining (ktons of black mass)",1.51439279440539
"Production Scrap","Mexico",2028,"Pre-processing (ktons of battery)",4.49813691372747
"Production Scrap","Mexico",2028,"Refining (ktons of black mass)",1.31853659308855
"Production Scrap","Mexico",2029,"Pre-processing (ktons of battery)",3.97308678386388
"Production Scrap","Mexico",2029,"Refining (ktons of black mass)",1.15384894649134
"Production Scrap","Mexico",2030,"Pre-processing (ktons of battery)",3.51463035349849
"Production Scrap","Mexico",2030,"Refining (ktons of black mass)",1.01581612982875
"Production Scrap","Mexico",2031,"Pre-processing (ktons of battery)",3.5028652821659
"Production Scrap","Mexico",2031,"Refining (ktons of black mass)",1.01186058854738
"Production Scrap","Mexico",2032,"Pre-processing (ktons of battery)",3.48496831482854
"Production Scrap","Mexico",2032,"Refining (ktons of black mass)",1.00510460909955
"Production Scrap","Mexico",2033,"Pre-processing (ktons of battery)",3.47109563890564
"Production Scrap","Mexico",2033,"Refining (ktons of black mass)",1.00001533487053
"Production Scrap","Mexico",2034,"Pre-processing (ktons of battery)",3.45600887235527
"Production Scrap","Mexico",2034,"Refining (ktons of black mass)",0.994373412756985
"Production Scrap","Mexico",2035,"Pre-processing (ktons of battery)",3.45568098078302
"Production Scrap","Mexico",2035,"Refining (ktons of black mass)",0.994517842188954
"Production Scrap","Mexico",2036,"Pre-processing (ktons of battery)",3.44438315768625
"Production Scrap","Mexico",2036,"Refining (ktons of black mass)",0.990273795436368
"Production Scrap","Mexico",2037,"Pre-processing (ktons of battery)",3.43415855905418
"Production Scrap","Mexico",2037,"Refining (ktons of black mass)",0.986434300533565
"Production Scrap","Mexico",2038,"Pre-processing (ktons of battery)",3.43216427939141
"Production Scrap","Mexico",2038,"Refining (ktons of black mass)",0.985803349175445
"Production Scrap","Mexico",2039,"Pre-processing (ktons of battery)",3.42214812148906
"Production Scrap","Mexico",2039,"Refining (ktons of black mass)",0.98198367195246
"Production Scrap","Mexico",2040,"Pre-processing (ktons of battery)",3.41845543633833
"Production Scrap","Mexico",2040,"Refining (ktons of black mass)",0.980656393048958
"Production Scrap","Mexico",2041,"Pre-processing (ktons of battery)",3.41739512815684
"Production Scrap","Mexico",2041,"Refining (ktons of black mass)",0.98032735820084
"Production Scrap","Mexico",2042,"Pre-processing (ktons of battery)",3.41653157304749
"Production Scrap","Mexico",2042,"Refining (ktons of black mass)",0.980074519367341
"Production Scrap","Mexico",2043,"Pre-processing (ktons of battery)",3.41589668557389
"Production Scrap","Mexico",2043,"Refining (ktons of black mass)",0.979914678718291
"Production Scrap","Mexico",2044,"Pre-processing (ktons of battery)",3.41556675964485
"Production Scrap","Mexico",2044,"Refining (ktons of black mass)",0.979869600104913
"Production Scrap","Mexico",2045,"Pre-processing (ktons of battery)",3.41543602572945
"Production Scrap","Mexico",2045,"Refining (ktons of black mass)",0.979899492399786
"Production Scrap","Mexico",2046,"Pre-processing (ktons of battery)",3.4154735009324
"Production Scrap","Mexico",2046,"Refining (ktons of black mass)",0.979991624520748
"Production Scrap","Mexico",2047,"Pre-processing (ktons of battery)",3.41564462460977
"Production Scrap","Mexico",2047,"Refining (ktons of black mass)",0.980131855059691
"Production Scrap","Mexico",2048,"Pre-processing (ktons of battery)",3.41700642903268
"Production Scrap","Mexico",2048,"Refining (ktons of black mass)",0.980735523621842
"Production Scrap","Mexico",2049,"Pre-processing (ktons of battery)",3.41852938473683
"Production Scrap","Mexico",2049,"Refining (ktons of black mass)",0.981398382088621
"Production Scrap","Mexico",2050,"Pre-processing (ktons of battery)",3.42122038555599
"Production Scrap","Mexico",2050,"Refining (ktons of black mass)",0.98255459342343
"Production Scrap","United States",2025,"Pre-processing (ktons of battery)",87.4596305236645
"Production Scrap","United States",2025,"Refining (ktons of black mass)",25.3204374586082
"Production Scrap","United States",2026,"Pre-processing (ktons of battery)",96.3696361332156
"Production Scrap","United States",2026,"Refining (ktons of black mass)",27.7009991410153
"Production Scrap","United States",2027,"Pre-processing (ktons of battery)",152.199572857755
"Production Scrap","United States",2027,"Refining (ktons of black mass)",43.3576603060814
"Production Scrap","United States",2028,"Pre-processing (ktons of battery)",150.307274034956
"Production Scrap","United States",2028,"Refining (ktons of black mass)",42.8274798102903
"Production Scrap","United States",2029,"Pre-processing (ktons of battery)",189.452173747025
"Production Scrap","United States",2029,"Refining (ktons of black mass)",53.8401029692161
"Production Scrap","United States",2030,"Pre-processing (ktons of battery)",178.077675940123
"Production Scrap","United States",2030,"Refining (ktons of black mass)",50.5934607293432
"Production Scrap","United States",2031,"Pre-processing (ktons of battery)",190.757170969964
"Production Scrap","United States",2031,"Refining (ktons of black mass)",54.1868134468615
"Production Scrap","United States",2032,"Pre-processing (ktons of battery)",191.998542788528
"Production Scrap","United States",2032,"Refining (ktons of black mass)",54.5537944639235
"Production Scrap","United States",2033,"Pre-processing (ktons of battery)",191.822917589456
"Production Scrap","United States",2033,"Refining (ktons of black mass)",54.5232714430964
"Production Scrap","United States",2034,"Pre-processing (ktons of battery)",191.944850826988
"Production Scrap","United States",2034,"Refining (ktons of black mass)",54.6154274498013
"Production Scrap","United States",2035,"Pre-processing (ktons of battery)",191.558029478341
"Production Scrap","United States",2035,"Refining (ktons of black mass)",54.507746279559
"Production Scrap","United States",2036,"Pre-processing (ktons of battery)",191.694969212604
"Production Scrap","United States",2036,"Refining (ktons of black mass)",54.5899823637965
"Production Scrap","United States",2037,"Pre-processing (ktons of battery)",191.492464765783
"Production Scrap","United States",2037,"Refining (ktons of black mass)",54.5426547536115
"Production Scrap","United States",2038,"Pre-processing (ktons of battery)",191.226920930523
"Production Scrap","United States",2038,"Refining (ktons of black mass)",54.4718242160035
"Production Scrap","United States",2039,"Pre-processing (ktons of battery)",191.16924482136
"Production Scrap","United States",2039,"Refining (ktons of black mass)",54.4766472398266
