"Scenario","scen_name","Year","Stage","ktons","capacity","net"
"Momentum__reuse0_LFP","LFP ",2048,"Pre-processing (ktons of battery)",13449.4954982119,918.387361849208,-12531.1081363627
"Momentum__reuse0_LFP","LFP ",2048,"Refining (ktons of black mass)",4049.07453159549,384.659890081212,-3664.41464151427
"Momentum__reuse0_LFP","LFP ",2049,"Pre-processing (ktons of battery)",14153.7925335045,918.387361849208,-13235.4051716553
"Momentum__reuse0_LFP","LFP ",2049,"Refining (ktons of black mass)",4260.35275377517,384.659890081212,-3875.69286369396
"Momentum__reuse0_LFP","LFP ",2050,"Pre-processing (ktons of battery)",14632.1554864424,918.387361849208,-13713.7681245932
"Momentum__reuse0_LFP","LFP ",2050,"Refining (ktons of black mass)",4403.8499219351,384.659890081212,-4019.19003185389
"Momentum__reuse0_NMC","NMC 811",2025,"Pre-processing (ktons of battery)",125.833684879921,322.423361849208,196.589676969286
"Momentum__reuse0_NMC","NMC 811",2025,"Refining (ktons of black mass)",34.712984895758,0,-34.712984895758
"Momentum__reuse0_NMC","NMC 811",2026,"Pre-processing (ktons of battery)",206.097599045947,495.528361849208,289.430762803261
"Momentum__reuse0_NMC","NMC 811",2026,"Refining (ktons of black mass)",57.3408448817679,6.59364669564592,-50.747198186122
"Momentum__reuse0_NMC","NMC 811",2027,"Pre-processing (ktons of battery)",345.670685647081,534.528361849207,188.857676202127
"Momentum__reuse0_NMC","NMC 811",2027,"Refining (ktons of black mass)",98.5453100306771,96.7806103840414,-1.76469964663573
"Momentum__reuse0_NMC","NMC 811",2028,"Pre-processing (ktons of battery)",567.602843175564,786.528361849207,218.925518673644
"Momentum__reuse0_NMC","NMC 811",2028,"Refining (ktons of black mass)",165.548091112044,151.582672598708,-13.9654185133361
"Momentum__reuse0_NMC","NMC 811",2029,"Pre-processing (ktons of battery)",790.321796245955,837.528361849207,47.2065656032527
"Momentum__reuse0_NMC","NMC 811",2029,"Refining (ktons of black mass)",230.530461152042,162.295283655217,-68.2351774968251
"Momentum__reuse0_NMC","NMC 811",2030,"Pre-processing (ktons of battery)",948.472684516511,918.387361849208,-30.0853226673036
"Momentum__reuse0_NMC","NMC 811",2030,"Refining (ktons of black mass)",274.150972362657,373.123232020356,98.9722596576987
"Momentum__reuse0_NMC","NMC 811",2031,"Pre-processing (ktons of battery)",1138.52539670543,918.387361849208,-220.138034856218
"Momentum__reuse0_NMC","NMC 811",2031,"Refining (ktons of black mass)",325.245020445024,373.123232020356,47.8782115753315
"Momentum__reuse0_NMC","NMC 811",2032,"Pre-processing (ktons of battery)",1353.76867114018,918.387361849208,-435.381309290972
"Momentum__reuse0_NMC","NMC 811",2032,"Refining (ktons of black mass)",383.020241478907,384.659890081212,1.63964860230533
"Momentum__reuse0_NMC","NMC 811",2033,"Pre-processing (ktons of battery)",1610.26981072789,918.387361849208,-691.882448878678
"Momentum__reuse0_NMC","NMC 811",2033,"Refining (ktons of black mass)",451.553533747342,384.659890081212,-66.8936436661293
"Momentum__reuse0_NMC","NMC 811",2034,"Pre-processing (ktons of battery)",1891.16850232007,918.387361849208,-972.781140470859
"Momentum__reuse0_NMC","NMC 811",2034,"Refining (ktons of black mass)",526.366811148538,384.659890081212,-141.706921067326
"Momentum__reuse0_NMC","NMC 811",2035,"Pre-processing (ktons of battery)",2219.51436518918,918.387361849208,-1301.12700333997
"Momentum__reuse0_NMC","NMC 811",2035,"Refining (ktons of black mass)",613.400878101366,384.659890081212,-228.740988020154
"Momentum__reuse0_NMC","NMC 811",2036,"Pre-processing (ktons of battery)",2595.90673532219,918.387361849208,-1677.51937347299
"Momentum__reuse0_NMC","NMC 811",2036,"Refining (ktons of black mass)",713.317255783867,384.659890081212,-328.657365702654
"Momentum__reuse0_NMC","NMC 811",2037,"Pre-processing (ktons of battery)",3024.53281973468,918.387361849208,-2106.14545788547
"Momentum__reuse0_NMC","NMC 811",2037,"Refining (ktons of black mass)",826.466267656363,384.659890081212,-441.806377575151
"Momentum__reuse0_NMC","NMC 811",2038,"Pre-processing (ktons of battery)",3511.31476116897,918.387361849208,-2592.92739931976
"Momentum__reuse0_NMC","NMC 811",2038,"Refining (ktons of black mass)",954.458938837989,384.659890081212,-569.799048756777
"Momentum__reuse0_NMC","NMC 811",2039,"Pre-processing (ktons of battery)",4074.67431806622,918.387361849208,-3156.28695621702
"Momentum__reuse0_NMC","NMC 811",2039,"Refining (ktons of black mass)",1102.95647137586,384.659890081212,-718.29658129465
"Momentum__reuse0_NMC","NMC 811",2040,"Pre-processing (ktons of battery)",4813.06842215263,918.387361849208,-3894.68106030342
"Momentum__reuse0_NMC","NMC 811",2040,"Refining (ktons of black mass)",1301.89775878946,384.659890081212,-917.237868708249
"Momentum__reuse0_NMC","NMC 811",2041,"Pre-processing (ktons of battery)",5600.75248773742,918.387361849208,-4682.36512588822
"Momentum__reuse0_NMC","NMC 811",2041,"Refining (ktons of black mass)",1514.41656990872,384.659890081212,-1129.75667982751
"Momentum__reuse0_NMC","NMC 811",2042,"Pre-processing (ktons of battery)",6304.84205826789,918.387361849208,-5386.45469641868
"Momentum__reuse0_NMC","NMC 811",2042,"Refining (ktons of black mass)",1700.7042085872,384.659890081212,-1316.04431850599
"Momentum__reuse0_NMC","NMC 811",2043,"Pre-processing (ktons of battery)",7114.91265966086,918.387361849208,-6196.52529781166
"Momentum__reuse0_NMC","NMC 811",2043,"Refining (ktons of black mass)",1918.13200750221,384.659890081212,-1533.472117421
"Momentum__reuse0_NMC","NMC 811",2044,"Pre-processing (ktons of battery)",7891.90610427338,918.387361849208,-6973.51874242417
"Momentum__reuse0_NMC","NMC 811",2044,"Refining (ktons of black mass)",2125.62224582056,384.659890081212,-1740.96235573935
"Momentum__reuse0_NMC","NMC 811",2045,"Pre-processing (ktons of battery)",8595.74957013922,918.387361849208,-7677.36220829001
"Momentum__reuse0_NMC","NMC 811",2045,"Refining (ktons of black mass)",2311.75581722327,384.659890081212,-1927.09592714206
"Momentum__reuse0_NMC","NMC 811",2046,"Pre-processing (ktons of battery)",9271.88718609667,918.387361849208,-8353.49982424746
"Momentum__reuse0_NMC","NMC 811",2046,"Refining (ktons of black mass)",2491.07014799339,384.659890081212,-2106.41025791218
"Momentum__reuse0_NMC","NMC 811",2047,"Pre-processing (ktons of battery)",9929.73066265161,918.387361849208,-9011.3433008024
"Momentum__reuse0_NMC","NMC 811",2047,"Refining (ktons of black mass)",2667.0528387998,384.659890081212,-2282.39294871859
"Momentum__reuse0_NMC","NMC 811",2048,"Pre-processing (ktons of battery)",10564.0127286982,918.387361849208,-9645.62536684901
"Momentum__reuse0_NMC","NMC 811",2048,"Refining (ktons of black mass)",2838.55403559471,384.659890081212,-2453.8941455135
"Momentum__reuse0_NMC","NMC 811",2049,"Pre-processing (ktons of battery)",11133.3319895994,918.387361849208,-10214.9446277502
"Momentum__reuse0_NMC","NMC 811",2049,"Refining (ktons of black mass)",2993.20625254169,384.659890081212,-2608.54636246048
"Momentum__reuse0_NMC","NMC 811",2050,"Pre-processing (ktons of battery)",11496.7844554483,918.387361849208,-10578.3970935991
"Momentum__reuse0_NMC","NMC 811",2050,"Refining (ktons of black mass)",3088.49606306417,384.659890081212,-2703.83617298295
"Momentum__reuse50","50% reuse",2025,"Pre-processing (ktons of battery)",111.437112120364,322.423361849208,210.986249728844
"Momentum__reuse50","50% reuse",2025,"Refining (ktons of black mass)",32.2678769445533,0,-32.2678769445533
"Momentum__reuse50","50% reuse",2026,"Pre-processing (ktons of battery)",170.818075725912,495.528361849208,324.710286123295
"Momentum__reuse50","50% reuse",2026,"Refining (ktons of black mass)",49.9871857169335,6.59364669564592,-43.3935390212876
"Momentum__reuse50","50% reuse",2027,"Pre-processing (ktons of battery)",348.59561145041,534.528361849207,185.932750398798
"Momentum__reuse50","50% reuse",2027,"Refining (ktons of black mass)",103.465782422709,96.7806103840414,-6.68517203866783
"Momentum__reuse50","50% reuse",2028,"Pre-processing (ktons of battery)",540.625687240711,786.528361849207,245.902674608496
"Momentum__reuse50","50% reuse",2028,"Refining (ktons of black mass)",163.522509433548,151.582672598708,-11.9398368348407
"Momentum__reuse50","50% reuse",2029,"Pre-processing (ktons of battery)",759.543462095429,837.528361849207,77.9848997537787
"Momentum__reuse50","50% reuse",2029,"Refining (ktons of black mass)",229.817433724798,162.295283655217,-67.5221500695805
"Momentum__reuse50","50% reuse",2030,"Pre-processing (ktons of battery)",877.555614876815,918.387361849208,40.8317469723927
"Momentum__reuse50","50% reuse",2030,"Refining (ktons of black mass)",264.919662424964,373.123232020356,108.203569595391
"Momentum__reuse50","50% reuse",2031,"Pre-processing (ktons of battery)",1037.47850998454,918.387361849208,-119.091148135336
"Momentum__reuse50","50% reuse",2031,"Refining (ktons of black mass)",311.494297955542,373.123232020356,61.6289340648141
"Momentum__reuse50","50% reuse",2032,"Pre-processing (ktons of battery)",1220.05557993324,918.387361849208,-301.668218084036
"Momentum__reuse50","50% reuse",2032,"Refining (ktons of black mass)",364.627103499783,384.659890081212,20.0327865814291
"Momentum__reuse50","50% reuse",2033,"Pre-processing (ktons of battery)",1442.53639933369,918.387361849208,-524.149037484487
"Momentum__reuse50","50% reuse",2033,"Refining (ktons of black mass)",429.17725758819,384.659890081212,-44.5173675069781
"Momentum__reuse50","50% reuse",2034,"Pre-processing (ktons of battery)",1712.05317710677,918.387361849208,-793.665815257558
"Momentum__reuse50","50% reuse",2034,"Refining (ktons of black mass)",507.163914226751,384.659890081212,-122.504024145539
"Momentum__reuse50","50% reuse",2035,"Pre-processing (ktons of battery)",2033.54534317566,918.387361849208,-1115.15798132645
"Momentum__reuse50","50% reuse",2035,"Refining (ktons of black mass)",599.924652488392,384.659890081212,-215.264762407179
"Momentum__reuse50","50% reuse",2036,"Pre-processing (ktons of battery)",2414.29523378123,918.387361849208,-1495.90787193202
"Momentum__reuse50","50% reuse",2036,"Refining (ktons of black mass)",709.611705984758,384.659890081212,-324.951815903546
"Momentum__reuse50","50% reuse",2037,"Pre-processing (ktons of battery)",2857.9424842997,918.387361849208,-1939.55512245049
"Momentum__reuse50","50% reuse",2037,"Refining (ktons of black mass)",836.855128991222,384.659890081212,-452.195238910009
"Momentum__reuse50","50% reuse",2038,"Pre-processing (ktons of battery)",3364.88658352745,918.387361849208,-2446.49922167825
"Momentum__reuse50","50% reuse",2038,"Refining (ktons of black mass)",981.695419870258,384.659890081212,-597.035529789046
"Momentum__reuse50","50% reuse",2039,"Pre-processing (ktons of battery)",3939.02433570087,918.387361849208,-3020.63697385167
"Momentum__reuse50","50% reuse",2039,"Refining (ktons of black mass)",1145.38546657585,384.659890081212,-760.725576494637
"Momentum__reuse50","50% reuse",2040,"Pre-processing (ktons of battery)",4574.72057922572,918.387361849208,-3656.33321737652
"Momentum__reuse50","50% reuse",2040,"Refining (ktons of black mass)",1326.37041621764,384.659890081212,-941.710526136424
"Momentum__reuse50","50% reuse",2041,"Pre-processing (ktons of battery)",5325.90112901013,918.387361849208,-4407.51376716092
"Momentum__reuse50","50% reuse",2041,"Refining (ktons of black mass)",1540.9442057752,384.659890081212,-1156.28431569399
"Momentum__reuse50","50% reuse",2042,"Pre-processing (ktons of battery)",6031.10926937665,918.387361849208,-5112.72190752745
"Momentum__reuse50","50% reuse",2042,"Refining (ktons of black mass)",1741.0303801857,384.659890081212,-1356.37049010449
"Momentum__reuse50","50% reuse",2043,"Pre-processing (ktons of battery)",6854.32108357933,918.387361849208,-5935.93372173012
"Momentum__reuse50","50% reuse",2043,"Refining (ktons of black mass)",1976.06143408349,384.659890081212,-1591.40154400228
"Momentum__reuse50","50% reuse",2044,"Pre-processing (ktons of battery)",7640.23889837496,918.387361849208,-6721.85153652575
"Momentum__reuse50","50% reuse",2044,"Refining (ktons of black mass)",2199.7589596831,384.659890081212,-1815.09906960189
"Momentum__reuse50","50% reuse",2045,"Pre-processing (ktons of battery)",8344.02661311351,918.387361849208,-7425.6392512643
"Momentum__reuse50","50% reuse",2045,"Refining (ktons of black mass)",2399.00717351703,384.659890081212,-2014.34728343582
"Momentum__reuse50","50% reuse",2046,"Pre-processing (ktons of battery)",9018.1055143264,918.387361849208,-8099.71815247719
"Momentum__reuse50","50% reuse",2046,"Refining (ktons of black mass)",2590.07414809946,384.659890081212,-2205.41425801825
"Momentum__reuse50","50% reuse",2047,"Pre-processing (ktons of battery)",9673.30385468583,918.387361849208,-8754.91649283663
"Momentum__reuse50","50% reuse",2047,"Refining (ktons of black mass)",2776.61549424898,384.659890081212,-2391.95560416777
"Momentum__reuse50","50% reuse",2048,"Pre-processing (ktons of battery)",10304.0671804676,918.387361849208,-9385.67981861836
"Momentum__reuse50","50% reuse",2048,"Refining (ktons of black mass)",2957.20045750072,384.659890081212,-2572.54056741951
"Momentum__reuse50","50% reuse",2049,"Pre-processing (ktons of battery)",10864.9931519475,918.387361849208,-9946.60579009834
"Momentum__reuse50","50% reuse",2049,"Refining (ktons of black mass)",3118.1995204991,384.659890081212,-2733.53963041788
"Momentum__reuse50","50% reuse",2050,"Pre-processing (ktons of battery)",11202.5133955601,918.387361849208,-10284.1260337109
"Momentum__reuse50","50% reuse",2050,"Refining (ktons of black mass)",3213.38407048661,384.659890081212,-2828.7241804054
"Scrap16","16% Scrap",2025,"Pre-processing (ktons of battery)",251.72043736113,322.423361849208,70.702924488078
"Scrap16","16% Scrap",2025,"Refining (ktons of black mass)",72.8670893870142,0,-72.8670893870142
"Scrap16","16% Scrap",2026,"Pre-processing (ktons of battery)",367.954343999579,495.528361849208,127.574017849628
"Scrap16","16% Scrap",2026,"Refining (ktons of black mass)",106.694135278543,6.59364669564592,-100.100488582897
"Scrap16","16% Scrap",2027,"Pre-processing (ktons of battery)",652.991563693399,534.528361849207,-118.463201844192
"Scrap16","16% Scrap",2027,"Refining (ktons of black mass)",190.236014997723,96.7806103840414,-93.4554046136817
"Scrap16","16% Scrap",2028,"Pre-processing (ktons of battery)",898.469191681006,786.528361849207,-111.940829831799
"Scrap16","16% Scrap",2028,"Refining (ktons of black mass)",265.447766858934,151.582672598708,-113.865094260226
"Scrap16","16% Scrap",2029,"Pre-processing (ktons of battery)",1255.25014546613,837.528361849207,-417.72178361692
"Scrap16","16% Scrap",2029,"Refining (ktons of black mass)",370.598660235308,162.295283655217,-208.30337658009
"Scrap16","16% Scrap",2030,"Pre-processing (ktons of battery)",1437.45276750431,918.387361849208,-519.0654056551
"Scrap16","16% Scrap",2030,"Refining (ktons of black mass)",423.822640153247,373.123232020356,-50.6994081328908
"Scrap16","16% Scrap",2031,"Pre-processing (ktons of battery)",1662.74604708055,918.387361849208,-744.358685231341
"Scrap16","16% Scrap",2031,"Refining (ktons of black mass)",488.883500736539,373.123232020356,-115.760268716183
"Scrap16","16% Scrap",2032,"Pre-processing (ktons of battery)",1857.18863619108,918.387361849208,-938.801274341874
"Scrap16","16% Scrap",2032,"Refining (ktons of black mass)",545.395710103725,384.659890081212,-160.735820022513
"Scrap16","16% Scrap",2033,"Pre-processing (ktons of battery)",2083.45277778661,918.387361849208,-1165.0654159374
"Scrap16","16% Scrap",2033,"Refining (ktons of black mass)",611.041292765086,384.659890081212,-226.381402683873
"Scrap16","16% Scrap",2034,"Pre-processing (ktons of battery)",2358.86000362478,918.387361849208,-1440.47264177557
"Scrap16","16% Scrap",2034,"Refining (ktons of black mass)",690.851068242454,384.659890081212,-306.191178161241
"Scrap16","16% Scrap",2035,"Pre-processing (ktons of battery)",2687.27913167176,918.387361849208,-1768.89176982255
"Scrap16","16% Scrap",2035,"Refining (ktons of black mass)",785.565653969342,384.659890081212,-400.90576388813
"Scrap16","16% Scrap",2036,"Pre-processing (ktons of battery)",3076.94885862759,918.387361849208,-2158.56149677839
"Scrap16","16% Scrap",2036,"Refining (ktons of black mass)",897.922798790305,384.659890081212,-513.262908709093
"Scrap16","16% Scrap",2037,"Pre-processing (ktons of battery)",3529.81704800249,918.387361849208,-2611.42968615328
"Scrap16","16% Scrap",2037,"Refining (ktons of black mass)",1027.83874475784,384.659890081212,-643.178854676629
"Scrap16","16% Scrap",2038,"Pre-processing (ktons of battery)",4046.82505780104,918.387361849208,-3128.43769595183
"Scrap16","16% Scrap",2038,"Refining (ktons of black mass)",1175.59877184128,384.659890081212,-790.938881760067
"Scrap16","16% Scrap",2039,"Pre-processing (ktons of battery)",4642.74640230098,918.387361849208,-3724.35904045178
"Scrap16","16% Scrap",2039,"Refining (ktons of black mass)",1345.74336526738,384.659890081212,-961.083475186172
"Scrap16","16% Scrap",2040,"Pre-processing (ktons of battery)",5419.82315308587,918.387361849208,-4501.43579123666
"Scrap16","16% Scrap",2040,"Refining (ktons of black mass)",1569.13268248043,384.659890081212,-1184.47279239922
"Scrap16","16% Scrap",2041,"Pre-processing (ktons of battery)",6264.02271494506,918.387361849208,-5345.63535309585
"Scrap16","16% Scrap",2041,"Refining (ktons of black mass)",1811.51886819917,384.659890081212,-1426.85897811795
"Scrap16","16% Scrap",2042,"Pre-processing (ktons of battery)",7026.60726000283,918.387361849208,-6108.21989815362
"Scrap16","16% Scrap",2042,"Refining (ktons of black mass)",2028.73130451298,384.659890081212,-1644.07141443176
"Scrap16","16% Scrap",2043,"Pre-processing (ktons of battery)",7896.1774195815,918.387361849208,-6977.7900577323
"Scrap16","16% Scrap",2043,"Refining (ktons of black mass)",2277.61798425433,384.659890081212,-1892.95809417312
"Scrap16","16% Scrap",2044,"Pre-processing (ktons of battery)",8732.29742109929,918.387361849208,-7813.91005925008
"Scrap16","16% Scrap",2044,"Refining (ktons of black mass)",2516.36242327767,384.659890081212,-2131.70253319646
"Scrap16","16% Scrap",2045,"Pre-processing (ktons of battery)",9493.53659608786,918.387361849208,-8575.14923423865
"Scrap16","16% Scrap",2045,"Refining (ktons of black mass)",2732.81952898252,384.659890081212,-2348.15963890131
"Scrap16","16% Scrap",2046,"Pre-processing (ktons of battery)",10223.9551750908,918.387361849208,-9305.56781324157
"Scrap16","16% Scrap",2046,"Refining (ktons of black mass)",2940.7770143289,384.659890081212,-2556.11712424769
"Scrap16","16% Scrap",2047,"Pre-processing (ktons of battery)",10931.9199214876,918.387361849208,-10013.5325596384
"Scrap16","16% Scrap",2047,"Refining (ktons of black mass)",3143.15676229277,384.659890081212,-2758.49687221156
"Scrap16","16% Scrap",2048,"Pre-processing (ktons of battery)",11611.356061786,918.387361849208,-10692.9686999368
"Scrap16","16% Scrap",2048,"Refining (ktons of black mass)",3338.3726826657,384.659890081212,-2953.71279258449
"Scrap16","16% Scrap",2049,"Pre-processing (ktons of battery)",12220.5204343641,918.387361849208,-11302.1330725149
"Scrap16","16% Scrap",2049,"Refining (ktons of black mass)",3513.87863396214,384.659890081212,-3129.21874388093
"Scrap16","16% Scrap",2050,"Pre-processing (ktons of battery)",12618.9425274414,918.387361849208,-11700.5551655922
"Scrap16","16% Scrap",2050,"Refining (ktons of black mass)",3627.38985569698,384.659890081212,-3242.72996561577
